City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Conditions
133,Manjacaze,MZ,-24.7117,33.8828,75.27,89,98,13.06,light rain
134,Banda Aceh,ID,5.5577,95.3222,85.28,68,19,11.12,few clouds
135,Hithadhoo,MV,-0.6,73.0833,82.11,72,30,2.28,scattered clouds
136,Dikson,RU,73.5069,80.5464,-13.74,85,97,15.32,overcast clouds
137,Kualakapuas,ID,-3.0091,114.3876,89.6,62,40,8.05,scattered clouds
138,Narsaq,GL,60.9167,-46.05,26.6,74,75,2.26,broken clouds
139,Codrington,AU,-38.2667,141.9667,61.75,60,66,12.93,broken clouds
140,Wanaka,NZ,-44.7,169.15,77.45,30,18,5.32,few clouds
141,Mount Isa,AU,-20.7333,139.5,104.0,22,75,10.36,broken clouds
142,Georgetown,MY,5.4112,100.3354,87.8,62,40,4.61,scattered clouds
143,Katsuura,JP,35.1333,140.3,60.8,59,40,18.41,scattered clouds
144,Dingle,PH,10.9995,122.6711,82.24,79,100,13.29,overcast clouds
145,Saskylakh,RU,71.9167,114.0833,-32.69,83,96,7.45,overcast clouds
146,Davila,PH,18.4726,120.5763,84.2,61,75,13.8,broken clouds
147,Walvis Bay,NA,-22.9575,14.5053,66.0,82,57,8.05,broken clouds
148,Fukue,JP,32.6881,128.8419,46.4,57,20,16.11,few clouds
149,Naigarhi,IN,24.7833,81.7833,70.72,23,0,5.23,clear sky
150,Port Elizabeth,ZA,-33.918,25.5701,66.2,68,0,14.97,clear sky
151,Tiksi,RU,71.6872,128.8694,-11.36,90,100,11.01,light snow
152,Salvador,SV,13.8333,-88.9167,80.6,54,0,5.75,clear sky
153,Ambilobe,MG,-13.2,49.05,80.69,79,79,1.83,broken clouds
154,Kulhudhuffushi,MV,6.6221,73.07,82.51,76,27,12.37,scattered clouds
155,Charters Towers,AU,-20.1,146.2667,93.88,31,81,11.48,broken clouds
156,New Norfolk,AU,-42.7826,147.0587,70.0,46,60,3.0,broken clouds
157,Unai,BR,-16.3575,-46.9061,70.88,83,100,1.32,overcast clouds
158,Botshabelo,ZA,-29.2702,26.7052,64.4,63,0,9.22,clear sky
159,Ciudad Bolivar,VE,8.1222,-63.5497,75.34,75,100,11.54,overcast clouds
160,Mbigou,GA,-1.9005,11.906,68.32,98,100,2.37,overcast clouds
161,Margate,GB,51.3813,1.3862,44.01,91,100,4.0,overcast clouds
162,Abu Samrah,SY,35.3029,37.1841,45.95,75,0,10.6,clear sky
163,San Andres,CO,12.5847,-81.7006,80.6,78,20,12.66,few clouds
164,Yellowknife,CA,62.456,-114.3525,-5.8,71,90,12.66,light snow
165,Coxim,BR,-18.5067,-54.76,76.32,83,100,4.83,overcast clouds
166,Matagami,CA,49.7502,-77.6328,-4.0,84,1,2.3,clear sky
167,The Pas,CA,53.8251,-101.2541,19.4,93,90,14.97,mist
168,Saint-Philippe,RE,-21.3585,55.7679,87.01,66,75,3.44,broken clouds
169,Turukhansk,RU,65.8167,87.9833,-5.78,85,100,11.7,overcast clouds
