City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
263,Kismayo,SO,2021-02-02 05:24:50,-0.3582,42.5454,78.57,76,90,13.27
264,Lagoa,PT,2021-02-02 05:24:51,39.05,-27.9833,56.73,70,100,32.26
265,Sorong,ID,2021-02-02 05:24:51,-0.8833,131.25,84.94,70,30,9.26
266,Iquitos,PE,2021-02-02 05:23:11,-3.7481,-73.2472,75.2,94,40,3.44
267,Goderich,CA,2021-02-02 05:24:51,43.7501,-81.7165,19.4,79,100,6.91
268,Cliza,BO,2021-02-02 05:24:51,-17.6,-65.9333,59.0,77,75,3.44
269,Araouane,ML,2021-02-02 05:24:51,18.9048,-3.5265,64.54,27,52,8.7
270,Sao Felix Do Xingu,BR,2021-02-02 05:24:52,-6.6447,-51.995,70.79,93,26,1.41
271,Eidsvag,NO,2021-02-02 05:24:52,62.7767,8.0668,23.0,80,77,5.75
272,Moss Point,US,2021-02-02 05:21:50,30.4116,-88.5345,41.0,60,75,6.91
273,Bonavista,CA,2021-02-02 05:24:52,48.6499,-53.1147,27.0,80,100,4.61
274,Balykshi,KZ,2021-02-02 05:24:52,47.0667,51.8667,32.0,100,90,15.66
275,Salekhard,RU,2021-02-02 05:24:52,66.53,66.6019,4.55,95,100,6.82
276,Tecoanapa,MX,2021-02-02 05:24:53,16.5167,-98.75,75.74,83,0,4.03
277,Tortoli,IT,2021-02-02 05:24:53,39.9256,9.6572,57.2,67,40,6.91
278,Kununurra,AU,2021-02-02 05:24:53,-15.7667,128.7333,84.2,84,75,16.11
279,Waipawa,NZ,2021-02-02 05:24:53,-41.4122,175.5153,73.0,72,50,9.22
280,Yatou,CN,2021-02-02 05:24:53,37.15,122.3833,33.3,75,5,23.53
281,Bryan,US,2021-02-02 05:24:53,30.6744,-96.37,48.2,53,1,3.44
282,Kozhva,RU,2021-02-02 05:24:54,65.1073,57.0459,18.64,97,100,12.06
283,Airai,TL,2021-02-02 05:24:54,-8.9266,125.4092,73.0,77,85,5.5
284,Pacific Grove,US,2021-02-02 05:24:54,36.6177,-121.9166,53.6,82,90,3.44
285,Vila Velha,BR,2021-02-02 05:24:55,-20.3297,-40.2925,75.2,83,20,4.61
286,West Lafayette,US,2021-02-02 05:20:11,40.4259,-86.9081,28.99,74,90,10.36
287,Tamworth,GB,2021-02-02 05:24:55,52.634,-1.6959,36.0,95,100,5.99
288,Zhuhai,CN,2021-02-02 05:24:55,22.2769,113.5678,84.0,68,0,5.75
289,Taguatinga,BR,2021-02-02 05:24:55,-12.3857,-46.5711,72.19,84,75,1.77
290,Cervo,ES,2021-02-02 05:24:55,43.6702,-7.4101,53.01,90,99,15.01
291,Husavik,IS,2021-02-02 05:24:55,66.0449,-17.3389,19.4,79,0,3.44
292,Half Moon Bay,US,2021-02-02 05:24:56,37.4636,-122.4286,55.99,93,90,6.91
